rule_name;rule_type;surface;breakability_u200b;score;description;expression;defined_in;defined_at_line
__DOS_HAS_MAILING_LIST;header;other;unknown;;;exists:Mailing-List;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7631
__DOS_HI;body;body;likely;;;/^Hi,$/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7633
__DOS_I_AM_25;body;body;likely;;;/I a.?m 25/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7635
__DOS_I_DRIVE_A;body;body;likely;;;/I drive a/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7637
__DOS_LET_GO_JOB;body;body;likely;;;/I was (?:let go|fired|layed off|dismissed) from a job I h(?:el|a)d for (?:2\d years|\d{3} months)/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7639
__DOS_LINK;body;body;likely;;;/\blink\b/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7641
__DOS_MEET_EACH_OTHER;body;body;likely;;;/(?:meet each other|[Mm]ay ?be we can meet)/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7643
__DOS_MSGID_DIGITS10;header;other;unlikely;;;Message-ID =~ /<1[013-9]\d{8}\@.*>/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7645
__DOS_MSGID_DIGITS9;header;other;unlikely;;;Message-ID =~ /<\d{9}\@.*>/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7647
__DOS_MY_OLD_JOB;body;body;likely;;;/my old job/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7649
__DOS_PERSONAL_EMAIL;body;body;likely;;;/personal email at/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7651
__DOS_RCVD_FRI;header;other;unlikely;;;Received =~ / Fri, /;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7653
__DOS_RCVD_MON;header;other;unlikely;;;Received =~ / Mon, /;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7655
__DOS_RCVD_SAT;header;other;unlikely;;;Received =~ / Sat, /;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7657
__DOS_RCVD_SUN;header;other;unlikely;;;Received =~ / Sun, /;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7659
__DOS_RCVD_THU;header;other;unlikely;;;Received =~ / Thu, /;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7661
__DOS_RCVD_TUE;header;other;unlikely;;;Received =~ / Tue, /;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7663
__DOS_RCVD_WED;header;other;unlikely;;;Received =~ / Wed, /;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7665
__DOS_RELAYED_EXT;header;other;unknown;;;ALL-EXTERNAL =~ /(?:^|\n)[Rr][eE][cC][eE][iI][vV][eE][dD]:\s.+\n[Rr][eE][cC][eE][iI][vV][eE][dD]:\s/s;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7673
__DOS_SINGLE_EXT_RELAY;header;other;unknown;;;X-Spam-Relays-External =~ /^\[ [^\]]+ \]$/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7675
__DOS_STEADY_COURSE;body;body;likely;;;/\bsteady (?:and increasing )?course\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7677
__DOS_STRONG_CF;body;body;likely;;;/\bstrong cash flow/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7679
__DOS_TAKING_HOME;body;body;likely;;;/Taking home \d (?:digit level|figures) in \d{1,2} months/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7681
__DOS_WRITE_ME_AT;body;body;likely;;;/[Ww].?r.?i.?t.?e me at/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7683
__DOUBLE_IP_LOOSE;header;other;unlikely;;;Received =~ /(?:\b(?:from|by)\b.{1,4}\b\d{1,3}[._-]\d{1,3}[._-]\d{1,3}[._-]\d{1,3}(?<!127\.0\.0\.1)\b.{0,4}){2}/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;248
__DOUBLE_IP_SPAM_1;header;other;unlikely;;;Received =~ /from \[\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\] by \d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3} with/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;245
__DOUBLE_IP_SPAM_2;header;other;unlikely;;;"Received =~ /from\s+\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\s+by\s+\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3};/";/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;246
__DRUGS_ANXIETY1;body;body;likely;;;/(?:\b|\s)[_\W]{0,3}x?x[_\W]{0,3}[a4\xE0-\xE6@][_\W]{0,3}n[_\W]{0,3}[ea4\xE1\xE2\xE3@][_\W]{0,3}xx?_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;237
__DRUGS_ANXIETY2;body;body;likely;;;/\bAlprazolam\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;239
__DRUGS_ANXIETY3;body;body;likely;;;/(?:\b|\s)[_\W]{0,3}(?:\\\/|V)[_\W]{0,3}[a4\xE0-\xE6@][_\W]{0,3}[l|][_\W]{0,3}[i1!|l\xEC-\xEF][_\W]{0,3}[u\xB5\xF9-\xFC][_\W]{0,3}m\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;241
__DRUGS_ANXIETY4;body;body;likely;;;/\b_{0,3}D[_\W]?[i1!|l\xEC-\xEF][_\W]?[a4\xE0-\xE6@][_\W]?z[_\W]?[ea3\xE9\xEA\xEB][_\W]?p[_\W]?[a4\xE0-\xE6@][_\W]?m_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;243
__DRUGS_ANXIETY5;body;body;likely;;;/(?:\b|\s)[a4\xE0-\xE6@][_\W]?t[_\W]?[i1!|l\xEC-\xEF][_\W]?v[_\W]?[a4\xE0-\xE6@][_\W]?n_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;245
__DRUGS_ANXIETY6;body;body;likely;;;/\b_{0,3}l[_\W]?[o0\xF2-\xF6][_\W]?r[_\W]?[a4\xE0-\xE6@][_\W]?z[_\W]?[e3\xE8-\xEB][_\W]?p[_\W]?[a4\xE0-\xE6@][_\W]?m_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;247
__DRUGS_ANXIETY7;body;body;likely;;;/\b_{0,3}c[_\W]?l[_\W]?[o0\xF2-\xF6][_\W]?n[_\W]?[a4\xE0-\xE6@][_\W]?z[_\W]?e[_\W]?p[_\W]?[a4\xE0-\xE6@][_\W]?m\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;249
__DRUGS_ANXIETY8;body;body;likely;;;/\bklonopin\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;251
__DRUGS_ANXIETY9;body;body;likely;;;/\brivotril\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;253
__DRUGS_ANXIETY_VAL;body;body;likely;;;/valium/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;235
__DRUGS_ANXIETY_XAN;body;body;likely;;;/xan[ae]x/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;234
__DRUGS_DIET1;body;body;likely;;;/(?:\b|\s)[_\W]{0,3}p[_\W]{0,3}h[_\W]{0,3}[e3\xE8-\xEB][_\W]{0,3}n[_\W]{0,3}t[_\W]{0,3}[e3\xE8-\xEB][_\W]{0,3}r[_\W]{0,3}m[_\W]{0,3}[i1!|l\xEC-\xEF][_\W]{0,3}n[_\W]{0,3}[e3\xE8-\xEB][_\W]{0,3}(?:\b|\s)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;152
__DRUGS_DIET10;body;body;likely;;;/\b_{0,3}x?x[_\W]?[e3\xE8-\xEB][_\W]?n[_\W]?[i1!|l\xEC-\xEF][_\W]?c[_\W]?[a4\xE0-\xE6@][_\W]?l_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;170
__DRUGS_DIET2;body;body;likely;;;/(?:\b|\s)_{0,3}[i1!|l\xEC-\xEF][_\W]?o[_\W]?n[_\W]?[a4\xE0-\xE6@][_\W]?m[_\W]?[i1!|l\xEC-\xEF][_\W]?n_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;154
__DRUGS_DIET3;body;body;likely;;;/\bbontril\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;156
__DRUGS_DIET4;body;body;likely;;;/\bphendimetrazine\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;158
__DRUGS_DIET5;body;body;likely;;;/\bdiethylpropion\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;160
__DRUGS_DIET6;body;body;likely;;;/(?:\b|\s)[_\W]{0,3}M[_\W]{0,3}[e3\xE8-\xEB][_\W]{0,3}r[_\W]{0,3}[i1!|l\xEC-\xEF][_\W]{0,3}d[_\W]{0,3}[i1!|l\xEC-\xEF][_\W]{0,3}[a4\xE0-\xE6@][_\W]{0,3}(?:\b|\s)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;162
__DRUGS_DIET7;body;body;likely;;;/\b_{0,3}t[_\W]?[e3\xE8-\xEB][_\W]?n[_\W]?u[_\W]?a[_\W]?t[_\W]?[e3\xE8-\xEB]_{0,3}(?:\b|\s)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;164
__DRUGS_DIET8;body;body;likely;;;/\b_{0,3}d[_\W]?[i1!|l\xEC-\xEF][_\W]?d[_\W]?r[_\W][e3\xE8-\xEB[_\W]?xx?_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;166
__DRUGS_DIET9;body;body;likely;;;/\b_{0,3}a[_\W]?d[_\W]?[i1!|l\xEC-\xEF][_\W]?p[_\W]?[e3\xE8-\xEB][_\W]?x_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;168
__DRUGS_DIET_PHEN;body;body;likely;;;/\bphentermine\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;150
__DRUGS_ERECTILE1;body;body;likely;;;/(?:\b|\s)[_\W]{0,3}(?:\\\/|V)[_\W]{0,3}[ij1!|l\xEC\xED\xEE\xEF][_\W]{0,3}[a40\xE0-\xE6@][_\W]{0,3}[xyz]?[gj][_\W]{0,3}r[_\W]{0,3}[a40\xE0-\xE6@][_\W]{0,3}x?[_\W]{0,3}(?:\b|\s)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;123
__DRUGS_ERECTILE10;rawbody;body;likely;;;"/\b_{0,3}V[_\W]?(?:i|\&iuml\;)[_\W]?(?:a|\&agrave|\&aring)\;?[_\W]?g[_\W]?r[_\W]?(?:a|\&agrave|\&aring)\b/i";/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;139
__DRUGS_ERECTILE11;body;body;likely;;;/(?:\b|\s)_{0,3}[a4\xE0-\xE6@][_\W]{0,3}p[_\W]{0,3}c[_\W]{0,3}[a4\xE0-\xE6@][_\W]{0,3}[l!|1][_\W]{0,3}[i1!|l\xEC-\xEF][_\W]{0,3}s_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;141
__DRUGS_ERECTILE2;body;body;likely;;;/\bV(?:agira|igara|iaggra|iaegra)\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;124
__DRUGS_ERECTILE3;body;body;likely;;;"/(?:\A|[\s\x00-\x2f\x3a-\x40\x5b-\x60\x7b-\x7f])[_\W]{0,3}(?!cialis(?:t|\xc3\xa9|\xe9|\&\#xe9\;|\&eacute\;)|c i a l i s (?:t|\xc3\xa9|\xe9|\&\#xe9\;|\&eacute\;))C[_\W]{0,3}[ij1!|l\xEC\xED\xEE\xEF][_\W]{0,3}[a4\xE0-\xE6@][_\W]{0,3}l?[l!|1][_\W]{0,3}[i1!|l\xEC-\xEF][_\W]{0,3}s[_\W]{0,3}(?:\b|\s)/i";/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;129
__DRUGS_ERECTILE4;body;body;likely;;;/\bC(?:alis|ilias|ilais)\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;130
__DRUGS_ERECTILE5;body;body;likely;;;/\b_{0,3}s[_\W]?[i1!|l\xEC-\xEF][_\W]?l[_\W]?d[_\W]?[e3\xE8-\xEB][_\W]?n[_\W]?[a4\xE0-\xE6@][_\W]?f[_\W]?[i1!|l\xEC-\xEF][_\W]?l c[_\W]?[i1!|l\xEC-\xEF][_\W]?t[_\W]?r[_\W]?[a4\xE0-\xE6@][_\W]?t[_\W]?[e3\xE8-\xEB]_{0,3}(?:\b|\s)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;133
__DRUGS_ERECTILE6;body;body;likely;;;/\b_{0,3}L[_\W]?[e3\xE8-\xEB][_\W]?(?:\\\/|V)[_\W]?[i1!|l\xEC-\xEF][_\W]?t[_\W]?r[_\W]?[a4\xE0-\xE6@][_\W]?(?:\b|\s)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;135
__DRUGS_ERECTILE8;body;body;likely;;;/\b_{0,3}T[_\W]?[a4\xE0-\xE6@][_\W]?d[_\W]?[a4\xE0-\xE6@][_\W]?l[_\W]?[a4\xE0-\xE6@][_\W]?f[_\W]?[i1!|l\xEC-\xEF][_\W]?l_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;137
__DRUGS_ERECTILE_C;body;body;likely;;;/\bCialis(?!\xc3\xa9|\xe9)\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;120
__DRUGS_ERECTILE_L;body;body;likely;;;/\bLevitra\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;121
__DRUGS_ERECTILE_V;body;body;likely;;;/\bViagra\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;119
__DRUGS_MUSCLE2;body;body;likely;;;/\b_{0,3}cycl[o0\xF2-\xF6]b[e3\xE8-\xEB]nz[a4\xE0-\xE6@]pr[i1!|l\xEC-\xEF]n[e3\xE8-\xEB]_{0,3}(?:\b|\s)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;223
__DRUGS_MUSCLE3;body;body;likely;;;/\b_{0,3}f[_\W]?l[_\W]?[e3\xE8-\xEB][_\W]?x[_\W]?[e3\xE8-\xEB][_\W]?r[_\W]?[i1!|l\xEC-\xEF]_{0,3}[_\W]?l_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;225
__DRUGS_MUSCLE4;body;body;likely;;;/\b_{0,3}z[_\W]?a[_\W]?n[_\W]?a[_\W]?f[_\W]?l[_\W]?e[_\W]?x_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;227
__DRUGS_MUSCLE5;body;body;likely;;;/\bskelaxin\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;229
__DRUGS_PAIN1;body;body;likely;;;/\b_{0,3}h[_\W]?y[_\W]?d[_\W]?r[_\W]?[o0\xF2-\xF6][_\W]?c[_\W]?[o0\xF2-\xF6][_\W]?d[_\W]?[o0\xF2-\xF6][_\W]?n[_\W]?e_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;180
__DRUGS_PAIN10;body;body;likely;;;/(?:\b|\s)[_\W]{0,3}(?:\\\/|V)[_\W]{0,3}[i1!|l\xEC-\xEF][_\W]{0,3}[o0\xF2-\xF6][_\W]{0,3}x[_\W]{0,3}xx?_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;197
__DRUGS_PAIN11;body;body;likely;;;/\bzebutal\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;199
__DRUGS_PAIN12;body;body;likely;;;/\besgic plus\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;201
__DRUGS_PAIN13;body;body;likely;;;/\bD[_\W]?[a4\xE0-\xE6@][_\W]?r[_\W]?v[_\W]?[o0\xF2-\xF6][_\W]?n\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;203
__DRUGS_PAIN14;body;body;likely;;;/N[o0\xF2-\xF6]rc[o0\xF2-\xF6]/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;204
__DRUGS_PAIN2;body;body;likely;;;/\b_{0,3}c[o0\xF2-\xF6]deine_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;181
__DRUGS_PAIN3;body;body;likely;;;/(?:\b|\s)[_\W]{0,3}[u\xB5\xF9-\xFC][_\W]{0,3}l[_\W]{0,3}t[_\W]{0,3}r[_\W]{0,3}[a4\xE0-\xE6@][_\W]{0,3}m_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;183
__DRUGS_PAIN4;body;body;likely;;;/(?:\b|\s)[_\W]{0,3}(?:\\\/|V)[_\W]{0,3}[i1!|l\xEC-\xEF][_\W]{0,3}c[_\W]{0,3}[o0\xF2-\xF6][_\W]{0,3}d[_\W]{0,3}[i1!|l\xEC-\xEF][_\W]{0,3}ns?[_\W]{0,3}(?:\b|\s)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;185
__DRUGS_PAIN5;body;body;likely;;;/\b_{0,3}t[_\W]?r[_\W]?[a4\xE0-\xE6@][_\W]?m[_\W]?[a4\xE0-\xE6@][_\W]?d[_\W]?[o0\xF2-\xF6][_\W]?[l!|1]_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;187
__DRUGS_PAIN6;body;body;likely;;;/\b_{0,3}u[_\W]?l[_\W]?t[_\W]?r[_\W]?a[_\W]?c[_\W]?e[_\W]?t_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;189
__DRUGS_PAIN7;body;body;likely;;;/\b_{0,3}f[_\W]?[i1!|l\xEC-\xEF][_\W]?[o0\xF2-\xF6][_\W]?r[_\W]?[i1!|l\xEC-\xEF][_\W]?c[_\W]?[e3\xE8-\xEB][_\W]?[t7]_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;191
__DRUGS_PAIN8;body;body;likely;;;/\b_{0,3}c[_\W]?[e3\xE8-\xEB][_\W]?l[_\W]?[e3\xE8-\xEB][_\W]?b[_\W]?r[_\W]?[e3\xE8-\xEB][_\W]?x_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;193
__DRUGS_PAIN9;body;body;likely;;;/(?:\b|\s)_{0,3}[i1!|l\xEC-\xEF]m[i1!|l\xEC-\xEF]tr[e3\xE8-\xEB]x_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;195
__DRUGS_PAIN_FIO;body;body;likely;;;/fioricet/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;179
__DRUGS_PAIN_VICO;body;body;likely;;;/vicodin/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;177
__DRUGS_PAIN_VIOXX;body;body;likely;;;/vioxx/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;178
__DRUGS_SLEEP1;body;body;likely;;;/(?:\b|\s)[_\W]{0,3}[a4\xE0-\xE6@][_\W]{0,3}m[_\W]{0,3}b[_\W]{0,3}[i1!|l\xEC-\xEF][_\W]{0,3}[e3\xE8-\xEB][_\W]{0,3}n[_\W]{0,3}(?:\b|\s)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;209
__DRUGS_SLEEP2;body;body;likely;;;/(?:\b|\s)[_\W]{0,3}S[_\W]{0,3}[o0\xF2-\xF6][_\W]{0,3}n[_\W]{0,3}[a4\xE0-\xE6@][_\W]{0,3}t[_\W]{0,3}[a4\xE0-\xE6@][_\W]{0,3}(?:\b|\s)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;211
__DRUGS_SLEEP3;body;body;likely;;;/\b_{0,3}R[_\W]?[e3\xE8-\xEB][_\W]?s[_\W]?t[_\W]?[o0\xF2-\xF6][_\W]?r[_\W]?i[_\W]?l_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;213
__DRUGS_SLEEP4;body;body;likely;;;/\b_{0,3}H[_\W]?[a4\xE0-\xE6@][_\W]?l[_\W]?c[_\W]?i[_\W]?[o0\xF2-\xF6][_\W]?n_{0,3}\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_drugs.cf;215
__EARLY_DEMISE;body;body;likely;;;/\buntimely\sdeath\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7689
__EMOJI_FROM_NAME;header;other;unlikely;;;From:name =~ /<EMOJI>/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7698
__EMOJI_SUBJ;header;subject;likely;;;Subject =~ /<EMOJI>/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7703
__END_FUTURE_EMAILS;body;body;unlikely;;;/\b(?:end|stop(?! receiving these (?:alerts|emails))|cease|discontinue|removed?|(?:do(?! not wish to receive [\w\s]{0,20}emails)|would|you(?:'d)?) (?:not (?:wish|want|like|desire)|(?:prefer|wish|want|like|desire) not) to|exclude yourself|fore?go)[- ](?:get |receiv(?:ing|e) |or |(?:a-z{1,30} ){0,4}from )?(?:these|our|(?:any )?(?:future|further)) (?:(?:e|ad)?-?m(?:ail(?:ing)?|es+[age]{3})|alert|PSA|marketing|notice)[- ]?(?:ad|update)?s?\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7709
__ENVFROM_AMAZONSES;header;other;unknown;;;EnvelopeFrom =~ /\@amazonses\.com$/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7711
__ENVFROM_GOOG_TRIX;header;other;unknown;;;EnvelopeFrom =~ /(?:@|=)trix\.bounces\.google\.com(?:$|=)/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7713
__ENV_AND_HDR_FROM_MATCH;header;other;unknown;;;eval:check_for_matching_env_and_hdr_from();/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;615
__EUDORA_MSGID;header;other;unknown;;;MESSAGEID =~ /^<(?:\d\d?\.){3,5}\d{14}\.[a-f0-9]{8}\@\S+(?:\sport\s\d+)?>$/m;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;132
__EUDORA_MUA;header;other;unknown;;;X-Mailer =~ /^QUALCOMM Windows Eudora (?:Pro |Light )?Version [3456]\./;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;131
__EXPLOSIVE_DEVICE;body;body;likely;;;/(?:^|\s)(?:<E><X><P><L><O><S><I><V><E>\s<D><E><V><I><C><E>|<B><O><M><B>)\s/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7730
__EX_CUSTOMER;body;body;likely;;;/\b(?:(?:dead|deceased|late|verstorbenen|death\sof\sthe)\s(?:[ck]lient|customer|ac+ount|invest[eo]r|beneficiary|depositor|mr\.|kunde|engr?\.?)|titulaire\sdu\scompte\sest\sd(?:e|=E9|[\xe9]|[\xc3][\xa9])c(?:e|=E9|[\xe9]|[\xc3][\xa9])d(?:e|=E9|[\xe9]|[\xc3][\xa9])|invest[eo]r\sdied|(?:e|=E9|[\xe9]|[\xc3][\xa9])tranger\sd(?:e|=E9|[\xe9]|[\xc3][\xa9])c(?:e|=E9|[\xe9]|[\xc3][\xa9])d(?:e|=E9|[\xe9]|[\xc3][\xa9])|(?:[ck]lient|customer|ac+ount|invest[eo]r|beneficiary|mr\.|kunde|engr?\.?)\s(?:[a-z]{1,10}\s)?(?:dead|deceased|verstorbenen))/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7735
__E_LIKE_LETTER;body;body;likely;;;/<lcase_e>/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7739
__FACEBOOK_SHARER;uri;body;likely;;;"m;https?://(?:www\.)?facebook\.com/sharer/sharer\.php;i";/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_url_redirectors.cf;29
__FAILED_LOGINS;body;body;likely;;;/unsuc+es+ful log-?[io]n at+empts/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7746
__FBI_BODY_SHOUT_1;body;body;likely;;;/^FEDERAL BUREAU OF INVESTIGATIONS?\b/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7748
__FBI_BODY_SHOUT_2;rawbody;body;likely;;;/^FEDERAL BUREAU OF INVESTIGATIONS?\b/m;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7750
__FBI_FM_DOM;header;other;unlikely;;;From:addr =~ /\bfbi\.gov$/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7752
__FBI_FM_NAME;header;other;unlikely;;;From:name =~ /federal\sbureau\sof\sinvestigation/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7754
__FBI_RCVD_DOM;header;other;likely;;;X-Spam-Relays-External =~ / rdns=\S+\bfbi\.gov /;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7756
__FB_COST;body;body;likely;;;/\bcost\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7760
__FB_NUM_PERCNT;body;body;likely;;;/\d\s?\%/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7762
__FB_S_PRICE;body;body;likely;;;/pri{1,2}c[a-z]?e/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7764
__FB_S_STOCK;body;body;likely;;;/\bstock/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7766
__FB_TOUR;body;body;likely;;;/\btour/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7768
__FEES;body;body;likely;;;/\b(?:security|safe\w*|courier|registration|pay|paid|up-?front|processing|delivery|transfer|keeping)[\s\w]{0,15}\s(?:fee|charge)s?\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7770
__FIFTY_FIFTY;body;body;likely;;;/\b(?:50|fifty)(?:%?[\/:]50%?|%|\spercent)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;7772
